professor_name,department,profile_url,source_urls,personal_site_urls,labs,research_topics,research_description_detailed,recruitment_mentions,evidence_count
Brad R Solomon,cs,https://cs.illinois.edu/about/people/all-faculty/bradsol,https://cs.illinois.edu/about/people/all-faculty/bradsol,,,Discrete Structures|Data Structures|Algorithms|Data Science,"Brad R Solomon focuses on teaching fundamental concepts in computer science, specifically in areas such as discrete structures and data structures. He engages students through a variety of courses designed to enhance their understanding of algorithms and data science techniques. His day-to-day responsibilities include preparing course materials, conducting lectures, and mentoring students on projects related to computing fundamentals and research programs.",,1
Edgar Solomonik,cs,https://cs.illinois.edu/about/people/all-faculty/solomon2,https://cs.illinois.edu/about/people/all-faculty/solomon2|https://solomonik.cs.illinois.edu/|https://solomonik.cs.illinois.edu/teaching/cs598_fall2016/index.html|https://solomonik.cs.illinois.edu/teaching/ices/cs598_fall2016_ices.html|https://solomonik.cs.illinois.edu/demos/Tensor_Decompositions_for_3D_Poisson_using_Cyclops.html|https://solomonik.cs.illinois.edu/demos/CTF_introductory_demo.html,https://solomonik.cs.illinois.edu/,Laboratory for Parallel Numerical Algorithms (LPNA),tensor decomposition|tensor computations|numerical linear algebra|parallel algorithms|communication-avoiding algorithms|quantum simulation,"Edgar Solomonik conducts research on efficient and scalable algorithms for tensor computations, particularly within the domain of numerical linear algebra. His work emphasizes communication-avoiding algorithms that optimize data movement in parallel architectures, which is crucial for performance in high-performance computing tasks. He develops software frameworks, such as the Cyclops Tensor Framework, to implement these algorithms, particularly in applications like quantum simulation and computational chemistry. Solomonik also explores the use of randomized methods and inexact linear solvers to enhance computational efficiency in large-scale data environments.","I am on sabbatical Spring 2025 - Fall 2025, and am likely to decline new service requests during this period.",3
Elahe Soltanaghai,cs,https://cs.illinois.edu/about/people/all-faculty/elahe,https://cs.illinois.edu/about/people/all-faculty/elahe|https://elahe.web.illinois.edu/|https://elahe.web.illinois.edu/students.html,https://elahe.web.illinois.edu/,"Wireless, Sensing and Embedded Networked Systems (iSENS)|Illinois Center for Internet of Things",wireless sensing|networking|cyber-physical systems|Internet of Things|signal processing|machine learning for wireless,"Elahé Soltanaghai is involved in the development of next-generation intelligent wireless systems, focusing on wireless sensing and network communication. Her work encompasses building systems capable of sensing physical environments to improve applications in cyber-physical systems and the Internet of Things. She integrates signal processing and machine learning on low-level RF signals to advance joint communication and sensing, particularly through millimeter-wave radar. This includes applications for structural health monitoring, automotive technologies, and wildfire detection, showcasing innovative approaches to embedded networked systems.","I am always looking for motivated and creative B.S., M.S., and Ph.D. students, as well as Postdocs to join my group.|We have a postdoc opening in our group in RF Circuit Design and Millimeter-wave backscatter communication.",5
Rayadurgam Srikant,cs,https://cs.illinois.edu/about/people/all-faculty/rsrikant,https://cs.illinois.edu/about/people/all-faculty/rsrikant,,Coordinated Science Lab,machine learning|applied probability|stochastic control|communication networks|cloud computing|stochastic networks|game theory,"Rayadurgam Srikant's research involves the intersection of machine learning and communication networks, where he applies stochastic control techniques to optimize network performance. He works on modeling and analyzing stochastic networks, particularly focusing on congestion control and the dynamics of cloud computing environments. His expertise in applied probability enables him to assess complex systems and improve decision-making processes within these networks. This includes developing algorithms that utilize reinforcement learning for effective resource management in distributed systems.",,3
Harsha Srimath Tirumala,cs,https://cs.illinois.edu/about/people/all-faculty/harshast,https://cs.illinois.edu/about/people/all-faculty/harshast,,,Data Structures|Algorithms|Data Science,"Harsha Srimath Tirumala is involved in teaching various computer science courses with a focus on data structures and algorithms, specifically geared towards data science applications. Daily, he educates students on foundational and advanced concepts in data structures while integrating practical projects that enhance their understanding of algorithms. His work includes developing curriculum and instructional materials that align with contemporary data science methodologies. Additionally, he engages actively with students to provide supplementary projects that deepen their comprehension of complex topics in computer science.",,1
Sarah Gimbert Sterman,cs,https://cs.illinois.edu/about/people/all-faculty/ssterman,https://cs.illinois.edu/about/people/all-faculty/ssterman,,"Process, Interaction, and Creativity Lab (PICL)",Interactive Computing|Human-Computer Interaction|Methodological Pluralism,"Sarah Sterman conducts research in Interactive Computing and Human-Computer Interaction (HCI), focusing on enhancing educational methods through technology. She develops tools like reflective documentation systems to improve learning outcomes in computing. Her recent work involves integrating artificial intelligence (AI) in educational settings, specifically in teaching debugging skills amidst advancements in large language models (LLMs). Sterman also explores methodological pluralism in HCI research, emphasizing diverse approaches to understanding user interactions.",,5
Sharifa Sultana,cs,https://cs.illinois.edu/about/people/all-faculty/sharifas,https://cs.illinois.edu/about/people/all-faculty/sharifas,https://www.sharifasultana.com/,Interactive Computing,Human-Computer Interaction|AI Ethics|Autonomous Vehicle Design|Data Repair|Global Development,"Sharifa Sultana focuses on the intersection of Human-Computer Interaction and societal needs, particularly in the context of global development. Her work involves exploring how AI systems can better accommodate local needs, challenging the global assumptions typically embedded in these technologies. She engages with real-world issues faced by diverse populations, such as women in the Global South and their experiences with public transport systems, aiming to influence the design of autonomous vehicles accordingly. Additionally, she teaches courses on ethics in AI, further integrating her research with educational practices in the field.",,2
Jimeng Sun,cs,https://cs.illinois.edu/about/people/all-faculty/jimeng,https://cs.illinois.edu/about/people/all-faculty/jimeng,,,Deep learning for drug discovery|Clinical trial optimization|Computational phenotyping|Clinical predictive modeling|Treatment recommendation|Health monitoring,"Jimeng Sun's research focuses on applying artificial intelligence in the healthcare domain. He employs deep learning methodologies to improve drug discovery and enhance the efficiency of clinical trials. His work involves developing computational phenotyping techniques to better characterize patient populations and implementing clinical predictive modeling to anticipate outcomes based on various treatment pathways. Sun also engages in creating treatment recommendation systems that leverage patient data, and he actively explores health monitoring solutions to track patient status over time.",,4
Hari Sundaram,cs,https://cs.illinois.edu/about/people/all-faculty/hs1,https://cs.illinois.edu/about/people/all-faculty/hs1|https://sundaram.cs.illinois.edu/|https://sundaram.cs.illinois.edu/index.html|https://sundaram.cs.illinois.edu/research.html|https://sundaram.cs.illinois.edu/publication.html|https://sundaram.cs.illinois.edu/teaching.html,https://sundaram.cs.illinois.edu/,Crowd Dynamics Lab,applied machine learning|network science|human-computer interaction|mechanism design|collective action,"Professor Sundaram conducts research aimed at designing computational systems that assist individuals in making better decisions. His work includes developing methods in applied machine learning such as recommender systems that work even with sparsely populated data. In the domain of network science, he creates algorithms that can identify community structures in large networks and explore how digital platform rules influence collective behaviors. His studies extend to human-computer interaction, focusing on eliciting truthful preferences and addressing fairness in online markets, while also tackling collective-action challenges related to societal issues like public health and climate change.",,5
Ruby Tahboub,cs,https://cs.illinois.edu/about/people/all-faculty/rubyt,https://cs.illinois.edu/about/people/all-faculty/rubyt|https://rubyt.web.illinois.edu/|https://rubyt.web.illinois.edu/research.html|https://rubyt.web.illinois.edu/index.html|https://rubyt.web.illinois.edu/teaching.html|https://rubyt.web.illinois.edu/learning.html,https://rubyt.web.illinois.edu/,Computer Science Education Lab,Active Learning|Course Design|Data Management|Programming Languages|Query Compilation,"Ruby Tahboub's work primarily revolves around enhancing education in computer science through the application of active learning strategies. She explores the implications of students' prior knowledge on the effectiveness of Peer Instruction in classroom settings. In addition to examining traditional course design, she incorporates insights from education and psychology to create equitable and effective learning experiences. Daily, she may work on projects that analyze data from classroom activities, develop new teaching materials, and collaborate with other educators to share best practices.",,2
Nishil Talati,cs,https://cs.illinois.edu/about/people/all-faculty/nishil,https://cs.illinois.edu/about/people/all-faculty/nishil,,,Agentic AI|Multi-modal models|databases|analytics|data agents|efficiency improvements in runtime|energy|cost|scalability|Artificial Intelligence|data analytics|computer architecture|software systems design,"Nishil Talati's research encompasses the design and optimization of systems that leverage artificial intelligence and multi-modal models. He focuses on enhancing efficiency across runtime, energy usage, cost, and scalability in software and computer architecture. His work also extends to the development of analytical tools and data agents that improve database performance, particularly in the realm of data analytics. Additionally, Talati teaches courses on computer system organization, where he applies real-world problems from his research to the curriculum.",,1
Jerry Talton,cs,https://cs.illinois.edu/about/people/all-faculty/talton,https://cs.illinois.edu/about/people/all-faculty/talton|https://jerrytalton.net/,https://jerrytalton.net/,,Computer graphics|Machine learning|Human-computer interaction,"Jerry Talton's research focuses on the intersection of computer graphics, machine learning, and human-computer interaction. His work involves developing innovative systems that enhance user interaction through graphical representations and intelligent responses. By integrating machine learning approaches into graphical environments, he aims to create more intuitive and responsive user experiences. This includes leveraging graphical techniques to visualize complex data in an accessible manner, thus facilitating better decision-making in interactive applications.",,2
Michael Benjamin Tissenbaum,cs,https://cs.illinois.edu/about/people/all-faculty/miketiss,https://cs.illinois.edu/about/people/all-faculty/miketiss,,,Technology applications in education|Computer programming for teachers|Social learning and multimedia,"Michael Tissenbaum primarily focuses on integrating technology into educational settings. His daily work involves developing and teaching courses that explore how technology can enhance learning, including computer programming skills for educators and utilizing multimedia for social learning. He aims to empower teachers with the necessary tech applications to improve classroom experiences. Tissenbaum's research often examines how different technological tools can be incorporated into teaching methodologies to foster a more effective and engaging learning environment.",,2
Hanghang Tong,cs,https://cs.illinois.edu/about/people/all-faculty/htong,https://cs.illinois.edu/about/people/all-faculty/htong|http://tonghanghang.org/|http://tonghanghang.org/netteam.html|http://tonghanghang.org/course/cs514f23/CS514-Netsci-f2023.html|http://tonghanghang.org/shortbio.html|http://tonghanghang.org/netsafe.html,http://tonghanghang.org/,IDEA Lab,large scale data mining|machine learning|graph and multimedia data|social networks analysis|healthcare|cyber-security|cyber-physical systems|agriculture|e-commerce|network science,"Professor Hanghang Tong's research is anchored in large-scale data mining and machine learning, particularly focusing on graph and multimedia data. His work entails developing advanced algorithms for social network analysis, healthcare applications, and cyber-security. He dives into network science to uncover new insights from data through methodologies like graph mining and predictive modeling, working on practical applications that span domains like e-commerce and cyber-physical systems. Additionally, he explores team dynamics in collaborative settings, employing computational methods to enhance team performance in a post-pandemic world.",,3
Josep Torrellas,cs,https://cs.illinois.edu/about/people/all-faculty/torrella,https://cs.illinois.edu/about/people/all-faculty/torrella,,Torrellas Research Group,Low Power Design|Hardware and Software Reliability|Parallel Processing|Shared-Memory Multiprocessors|Computer Architecture|Energy-Efficient Computing,"Josep Torrellas conducts research centered on the design and development of energy-efficient shared-memory multiprocessor architectures. His work extends to optimizing hardware and software reliability, leveraging parallel processing to enhance system performance. He also examines large-scale systems in cloud environments, focusing on the interaction between hardware efficiency and software capabilities in multiprocessor systems. Torrellas actively collaborates with industry partners to apply his findings in practical computing environments, particularly in minimizing energy consumption while maintaining high performance.",,2
Gokhan Tur,cs,https://cs.illinois.edu/about/people/all-faculty/gokhan,https://cs.illinois.edu/about/people/all-faculty/gokhan|https://gokhan.cs.illinois.edu/|https://uiuc-conversational-ai-lab.github.io/|https://uiuc-conversational-ai-lab.github.io/team|https://uiuc-conversational-ai-lab.github.io/projects|https://uiuc-conversational-ai-lab.github.io/publications,https://gokhan.cs.illinois.edu/|https://uiuc-conversational-ai-lab.github.io/,ConvAI Lab,Large Language Models|Spoken Dialogue Systems|Language Understanding|Conversational AI,"Professor Gokhan Tur's research primarily revolves around conversational AI, specifically focusing on large language models (LLMs) and their applications in spoken dialogue systems. In his day-to-day activities, he engages in developing and evaluating systems that address language understanding and interaction, often using multi-agent frameworks. He also oversees projects that explore reasoning and persuasion within conversational agents. His work is characterized by hands-on research with real-world implications, such as creating benchmarks and assessing the performance of dialogue systems in various contexts.",I do not plan to get any new students for the next cycle.,4
Michael Twidale,cs,https://cs.illinois.edu/about/people/all-faculty/twidale,https://cs.illinois.edu/about/people/all-faculty/twidale,,Interactive Computing,Usability Engineering|Sociotechnical Information Systems|Museum Informatics|Entrepreneurial IT Design|History and Foundations of Information Sciences,"Michael Twidale conducts research in the field of interactive computing, particularly focusing on the usability aspects of information systems. On a day-to-day basis, he engages in teaching courses that cover topics such as usability engineering, sociotechnical information systems, and museum informatics, aiming to improve user interaction with technology. His work likely involves developing frameworks for understanding user behavior, designing interfaces that enhance usability, and exploring how information systems can be effectively integrated into various contexts like museums. Additionally, he examines historical and foundational principles of information sciences to inform contemporary practices in the field.",,3
Luther Tychonievich,cs,https://cs.illinois.edu/about/people/all-faculty/luthert,https://cs.illinois.edu/about/people/all-faculty/luthert|https://tychonievich.github.io/|https://tychonievich.github.io/pubs.xhtml|https://tychonievich.github.io/index.xhtml,https://tychonievich.github.io/,,computer organization|data structures|discrete mathematics|graphics|programming|software development|theory of computation|equity and inclusion in computer science|pedagogy design,"Luther Tychonievich is engaged in educating students and faculty across a broad spectrum of computer science topics, including areas such as computer organization, data structures, and interactive graphics. He incorporates methodologies that emphasize equity and inclusion within computer science education, focusing not only on teaching technical skills but also on how to create accessible learning environments. His work includes assessing educational methods and actively contributing to the curriculum review processes at the University of Illinois. Beyond pedagogical efforts, he has a role in setting standards in family history data, contributing to the technical guidelines for GEDCOM.",,4
Lav Varshney,cs,https://cs.illinois.edu/about/people/all-faculty/varshney,https://cs.illinois.edu/about/people/all-faculty/varshney,,Information and Intelligence Group,informational systems involving humans and machines|improving individual and collective intelligence|Information Theory|Generative AI Models|Representation of Information,"Lav Varshney's research involves the science and engineering of informational systems that integrate both human and machine components. His work is particularly aimed at improving the levels of intelligence, both individual and collective, within modern environments. He engages with topics such as information theory and generative AI models, exploring their application and representation in practical contexts. His recent courses include those that delve into the fundamentals of probability with engineering applications and the advancements in AI models.",,2
Deepak Vasisht,cs,https://cs.illinois.edu/about/people/all-faculty/deepakv,https://cs.illinois.edu/about/people/all-faculty/deepakv|https://deepakv.web.illinois.edu/index.html|http://deepakv.web.illinois.edu/|https://deepakv.web.illinois.edu/portfolio.html|https://deepakv.web.illinois.edu/students.html|https://deepakv.web.illinois.edu/career,https://deepakv.web.illinois.edu/index.html|http://deepakv.web.illinois.edu/,RF Sensing and Networking Lab|Satellite Networks Lab,Satellite Networks|RF Sensing|Indoor Localization|Robotics|Data-driven Agriculture|NextG Wireless|Augmented Reality,"Professor Deepak Vasisht focuses on enhancing communication networks through advanced technologies such as satellite networks and RF sensing. His work aims to improve indoor localization and sensing capabilities for devices, people, and robots, leveraging radio signals for applications in smart homes, healthcare, and augmented reality. He is also investigating solutions for connectivity challenges in rural areas, specifically targeting digital agriculture and e-learning. Day-to-day, his research involves designing new architectures for robust satellite communication and developing algorithms that help in efficient data processing and scheduling in edge computing.",,3
Mahesh Viswanathan,cs,https://cs.illinois.edu/about/people/all-faculty/vmahesh,https://cs.illinois.edu/about/people/all-faculty/vmahesh|https://vmahesh.cs.illinois.edu/|https://vmahesh.cs.illinois.edu/papers|https://vmahesh.cs.illinois.edu/bio.html|https://vmahesh.cs.illinois.edu/index.html|https://vmahesh.cs.illinois.edu/teach.html,https://vmahesh.cs.illinois.edu/,,logic|automata theory|algorithm design|dynamic analysis of multi-threaded programs|model checking of cyberphysical systems|stochastic systems|formal analysis of stochastic security protocols|differential privacy,"Mahesh Viswanathan's research primarily centers around the theoretical aspects of logic, automata theory, and algorithm design, particularly applied to the algorithmic verification of systems. He conducts empirical work on the dynamic analysis of multi-threaded programs which examines and assures correct behavior in concurrent execution environments. Additionally, he engages in model checking, which involves verifying properties of cyberphysical systems and stochastic systems. His research also includes formal analysis aimed at enhancing the security and privacy of stochastic protocols, particularly in contexts related to differential privacy.",,2
Yurii Vlasov,cs,https://cs.illinois.edu/about/people/all-faculty/yvlasov,https://cs.illinois.edu/about/people/all-faculty/yvlasov,https://www.integratedneurotech.com/professor,Integrated Neurotechnology Lab,Neuroengineering|Integrated neural probes|Neurophotonics|Brain-machine interface|Virtual reality systems|Experimental systems neuroscience|Machine learning|Dimensionality reduction|Network dynamics,"Yurii Vlasov's research focuses on integrating engineering, systems neuroscience, and data analytics to understand brain computations. He develops advanced neural probes utilizing nanotechnology for real-time interrogation and manipulation of brain activity. His lab conducts extensive in-vivo experiments to collect large datasets on neuron behavior, often within virtual reality contexts. Further, Vlasov is engaged in creating machine learning techniques to analyze the complex dynamics of neural circuits, aiming to uncover functional properties in cortical networks.",,3
Dong Wang,cs,https://cs.illinois.edu/about/people/all-faculty/dwang24,https://cs.illinois.edu/about/people/all-faculty/dwang24|https://www.wangdong.org/|https://www.wangdong.org/sslab/index.html|https://www.wangdong.org/publication.html|https://www.wangdong.org/index.html|https://www.wangdong.org/teach.html,https://www.wangdong.org/,Social Sensing & Intelligence Lab,Agentic AI|AI for Science|Responsible AI|Social Sensing|Edge Computing|Cyber-Physical Systems|Smart Cities,"Dr. Dong Wang conducts research centered on the integration of human intelligence in artificial intelligence systems, focusing on Agentic AI and Responsible AI applications, particularly in social contexts. His work involves developing frameworks for social sensing, where humans act as data sources in smart cities and cyber-physical systems. At the technical level, he employs methods from edge computing to enhance data processing and decision-making systems in real-time applications, including tasks like traffic risk forecasting and damage assessment using hybrid systems. His lab also emphasizes the role of AI for good, advancing social science aspects of technology.","The SSI Lab is recruiting students in Information Science, Computer Science, and Informatics.",3
Ge 'Tiffany' Wang,cs,https://cs.illinois.edu/about/people/all-faculty/wangge,https://cs.illinois.edu/about/people/all-faculty/wangge|https://tiffanygewang.com/|https://tiffanygewang.com/lab|https://tiffanygewang.com/teaching,https://tiffanygewang.com/,OATS Lab,human-computer interaction (HCI)|human-centered artificial intelligence (HAI)|usable security and privacy|algorithmic decision-making|autonomy-supportive AI,"Professor Wang's research centers on the integration of human-computer interaction and human-centered AI, particularly in how smart devices utilize AI algorithms to shape user experiences. At OATS Lab, she and her team explore the implications of algorithmic decisions and seek to design AI systems that enhance user autonomy. This involves developing interfaces and tools that empower users to manage and contest decisions made by AI, ensuring that technology remains supportive rather than oppressive. Her work combines theoretical insights with practical applications to reshape how individuals engage with increasingly intelligent technologies.","always love to work with self-motivated undergraduates, graduate students on various research projects",5
Haohan Wang,cs,https://cs.illinois.edu/about/people/all-faculty/haohanw,https://cs.illinois.edu/about/people/all-faculty/haohanw,,iSchool,Data Science|Trustworthy Machine Learning|Applied Machine Learning|Data and Statistic Information,"Haohan Wang conducts research at the intersection of data science and machine learning, specifically focusing on applications that enhance trustworthiness in machine learning systems. His work involves statistical methodologies and information theory to improve the reliability and accountability of machine learning applications, especially those deployed in critical settings. He also teaches various courses aimed at advanced understanding of data analytics and applied machine learning techniques.",,2
Shaowen Wang,cs,https://cs.illinois.edu/about/people/all-faculty/shaowen,https://cs.illinois.edu/about/people/all-faculty/shaowen|https://cigi.illinois.edu/shaowen-wang/,https://cigi.illinois.edu/shaowen-wang/,CyberGIS Center for Advanced Digital and Spatial Studies|NSF Institute for Geospatial Understanding through an Integrative Discovery Environment (I-GUIDE),Geospatial data science|CyberGIS|Geographic information systems (GIS)|Data and information systems,"Shaowen Wang conducts research centered on geospatial data science, particularly within the scope of CyberGIS and geographic information systems (GIS). He leads the CyberGIS Center, which aims to integrate advanced digital spatial studies into solving complex geographical issues. His work combines elements of computer science and geography, employing systems and networks methodologies to enhance geospatial data collection, processing, and analysis. Additionally, he explores the use of geospatial understanding for sustainability and is actively involved in NSF-funded projects that promote integrative discovery environments.",,3
Shenlong Wang,cs,https://cs.illinois.edu/about/people/all-faculty/shenlong,https://cs.illinois.edu/about/people/all-faculty/shenlong,,Computer Vision and Robotics Lab,Autonomous Driving|Robotics|Computer Vision|Simulation|AI for Science,"Shenlong Wang's research specializes in computer vision and robotics, where he emphasizes understanding and modeling the physical world to enhance content creation, robotics, and scientific applications of AI. He employs simulation techniques for autonomous driving and robotics solutions while working closely with Meta on improving extended reality (XR) graphics. His projects include developing models that understand crop plant structures and creating physics-informed simulations for deformable objects based on video data.",,3
Yang Wang,cs,https://cs.illinois.edu/about/people/all-faculty/yvw,https://cs.illinois.edu/about/people/all-faculty/yvw,,Interactive Computing Lab|Privacy and Security Research Group,Interactive Computing|Security and Privacy|Human-Computer Interaction (HCI)|Data Science Methods,"Yang Wang's research revolves around improving user interaction with computer systems, emphasizing the security and privacy aspects of these interactions. Day-to-day, he employs data science methods to evaluate user behavior and inform the design of interfaces. His work in Human-Computer Interaction (HCI) involves detailed user studies and the development of interactive systems that prioritize user safety and privacy. Wang integrates theoretical knowledge with practical applications, making his courses on data science and user research crucial for his students.",,2
Yuxiong Wang,cs,https://cs.illinois.edu/about/people/all-faculty/yxw,https://cs.illinois.edu/about/people/all-faculty/yxw|https://yxw.web.illinois.edu/|https://yxw.web.illinois.edu/publications,https://yxw.web.illinois.edu/,Computer Vision and Machine Learning lab,Meta-learning|Open-world perception|Multi-modal learning|Generative modeling|Reinforcement learning|Human motion modeling|Few-shot learning,"Yuxiong Wang conducts research primarily in computer vision, machine learning, and robotics with a strong emphasis on meta-learning and open-world perception. His work involves developing algorithms that enable machines to learn from limited data, particularly in multi-modal contexts where inputs are diverse, such as images and sensor data. He applies reinforcement learning techniques to real-world scenarios, including robotics and autonomous systems. Wang's ongoing projects tackle challenges in human motion modeling and human-object interaction, aiming to improve capabilities in dynamic environments. He also investigates generative modeling methods to enhance predictive learning in various applications, such as healthcare and agriculture.","I am always seeking self-motivated Ph.D., M.S., and undergraduate students.|Our group also has openings for visiting students.",3
Tandy Warnow,cs,https://cs.illinois.edu/about/people/all-faculty/warnow,https://cs.illinois.edu/about/people/all-faculty/warnow|http://tandy.cs.illinois.edu/|https://www.cs.utexas.edu/~tandy/|http://tandy.cs.illinois.edu/papers.html|http://tandy.cs.illinois.edu/biosketch.html|http://tandy.cs.illinois.edu/CS581-Fall2026.html,http://tandy.cs.illinois.edu/|https://www.cs.utexas.edu/~tandy/,Computational Biology Lab|Phylogenetics and Network Science Lab,phylogenetic estimation|multiple sequence alignment|metagenomics|network science|historical linguistics,"Tandy Warnow's research involves developing algorithms for phylogenetic estimation and methods for multiple sequence alignment and metagenomic taxon identification. She focuses on large-scale estimation problems, utilizing graph algorithms and machine learning, particularly in unsupervised learning due to the scarcity of labeled data in biology. Her work often includes empirical testing and collaboration with biologists on projects like the Avian Phylogenomics Project. Additionally, her recent interest in network science involves analyzing scientific communities and citation networks.",,4
Tiffani L. Williams,cs,https://cs.illinois.edu/about/people/all-faculty/tiffani,https://cs.illinois.edu/about/people/all-faculty/tiffani|https://tiffaniwilliams.com/|https://tiffaniwilliams.com/publication/align-2020|https://tiffaniwilliams.com/publication/crosby-2017|https://tiffaniwilliams.com/publication/hinchliff-2015|https://tiffaniwilliams.com/publication/crosby-2014,https://tiffaniwilliams.com/,Computational Biology Lab|Computer Science Education Lab,computational biology|bioinformatics|phylogenetic tree inference|high-performance computing|computer science education|reproducible research|experimental performance studies of algorithms,"Tiffani L. Williams is involved in developing efficient algorithms for phylogenetic tree inference and conducting performance evaluations of computational biology methods. She specifically works on high-performance computing solutions to enhance bioinformatics research, including fast algorithms for phylogenetic divergence time computations. In addition to her computational research, she leads education initiatives aimed at increasing diversity in computer science, focusing on pathways for non-majors to gain fundamental computing skills through structured programs.",,3
Marianne Winslett,cs,https://cs.illinois.edu/about/people/all-faculty/winslett,https://cs.illinois.edu/about/people/all-faculty/winslett|https://winslett.cs.illinois.edu/|https://winslett.cs.illinois.edu/sdm|https://winslett.cs.illinois.edu/security/index.php|https://winslett.cs.illinois.edu/sdm/sdm.php|https://winslett.cs.illinois.edu/security/tmcspubs.php,https://winslett.cs.illinois.edu/,DAIS Laboratory|Data and Information Systems Laboratory,Information Security|Scientific Data Management|Trust Negotiation|Policy-Based Authorization Systems|Regulatory Compliance|Access Control,"Marianne Winslett's research encompasses information security and scientific data management, focusing on systems that ensure trustworthiness in dynamic, distributed environments. She develops methods for trust negotiation wherein resource owners specify eligibility criteria for access instead of listing specific identities. Her work includes topics like policy-based authorization systems and regulatory compliance, utilizing digital credentials that validate user attributes at runtime, thus improving security in open systems. Key projects include TrustBuilder and Traust, which enhance access control strategies through innovative trust models.",,4
Michael Joseph Woodley,cs,https://cs.illinois.edu/about/people/all-faculty/mwoodley,https://cs.illinois.edu/about/people/all-faculty/mwoodley,,,Software Design|Software Development|Senior Projects,"Michael Joseph Woodley is focused on software design and development education at the undergraduate level. He teaches courses that emphasize practical software engineering skills, including a Software Design Studio that likely involves hands-on projects and collaborative learning. His involvement in Senior Project courses indicates that he guides students in applying their theoretical computer science knowledge to real-world projects, thereby bridging the gap between academic learning and practical application.",,1
Abigail Wooldridge,cs,https://cs.illinois.edu/about/people/all-faculty/arwool,https://cs.illinois.edu/about/people/all-faculty/arwool,,Human Factors in Sociotechnical Systems Laboratory,Macroergonomics|Complex sociotechnical systems|Care transitions in healthcare|Team cognition in trauma care|Patient safety and quality of care|Mixed methods research in human factors,"Professor Wooldridge focuses on the design and evaluation of complex sociotechnical systems, particularly in healthcare settings, where her research aims to enhance both patient safety and clinician well-being. She employs mixed methods, combining qualitative and quantitative research designs, to examine care transitions—such as the handoff communication during trauma care and the broader patient journey through various healthcare environments. Current research initiatives include studying inpatient care transitions, developing processes to improve communication in primary care teams, and utilizing participatory design methodologies to create effective interventions aimed at optimizing patient outcomes.","Professor Wooldridge is interested in having students from various majors including industrial engineering, computer science, psychology, health sciences, community health, and related fields. Interested students should email Professor Wooldridge directly.",3
Luyi Xing,cs,https://cs.illinois.edu/about/people/all-faculty/lxing2,https://cs.illinois.edu/about/people/all-faculty/lxing2,,Luyi Xing's Lab,Computer Security|Security and Privacy,"Luyi Xing's work primarily focuses on computer security and privacy, investigating various methodologies to enhance both. Day-to-day, he engages in developing security protocols, analyzing vulnerabilities, and creating educational materials to teach students foundational and advanced security concepts. His courses, such as Computer Security I and Security and Privacy, reflect an emphasis on both theoretical aspects and practical applications within the realm of cybersecurity.",,1
Tianyin Xu,cs,https://cs.illinois.edu/about/people/all-faculty/tyxu,https://cs.illinois.edu/about/people/all-faculty/tyxu|https://tianyin.github.io/|https://tianyin.github.io/pub.html|https://tianyin.github.io/defects.html|https://tianyin.github.io/thesis_committee.html|https://tianyin.github.io/football.html,https://tianyin.github.io/,Systems Research Group,reliability of cloud-scale systems|operating systems design|software bugs|configuration errors|design flaws|distributed systems,"Tianyin Xu's research centers on enhancing the reliability and security of cloud-scale computer systems. He explores methods to combat software bugs, configuration errors, and design flaws, employing a range of both theoretical and empirical approaches. Daily activities involve developing tools and frameworks for system performance analysis, reliability testing, and addressing architectural challenges within distributed systems. His work contributes to real-world applications, evidenced by projects that improve the reliability of operating systems like Linux.",,4
Yunzong Xu,cs,https://cs.illinois.edu/about/people/all-faculty/xyz,https://cs.illinois.edu/about/people/all-faculty/xyz|https://yunzongxu.github.io/,https://yunzongxu.github.io/,Industrial and Enterprise Systems Engineering|Coordinated Science Laboratory,machine learning theory|foundations of AI|operations research|management science|online learning|deep learning|sequential decision making,"Yunzong Xu conducts research that primarily focuses on the theoretical foundations of machine learning and artificial intelligence. His work involves exploring online learning algorithms, deep learning architectures, and their applications in sequential decision-making processes. Additionally, he addresses mathematical challenges associated with markets, incentives, and designing systems for social good. His practical applications include dynamic pricing strategies and optimization algorithms for decision-making scenarios.","For PhD applicants: Thank you for your interest. Please apply directly through the ISE, CS, or ECE departments.",2
Francis Y. Yan,cs,https://cs.illinois.edu/about/people/all-faculty/fyy,https://cs.illinois.edu/about/people/all-faculty/fyy|https://fyy.cs.illinois.edu/|https://fyy.cs.illinois.edu/publications|https://fyy.cs.illinois.edu/teaching|https://fyy.cs.illinois.edu/students|https://fyy.cs.illinois.edu/service,https://fyy.cs.illinois.edu/,Networked Systems Lab,machine learning for systems|networked systems|video systems|resource optimization|congestion control|ML-based algorithms for real-time communications,"Francis Y. Yan's research sits at the intersection of machine learning and networked systems, with a focus on practical applications such as adaptive bitrate streaming and network automation. He operates the Puffer platform, which serves as both a live TV service and an experimental framework for testing video transmission algorithms. His work includes developing ML-based algorithms for better performance in real-time communications and exploring resource optimization strategies in cloud systems. Additionally, he has published extensively on designing congestion control systems and automating network configurations to enhance system efficiency.",,4
